순위,영화명,관객수 ,상영횟수 ,등급 ,장르 
725,눈부신 하루,3,1,15세관람가,드라마
725,맛있는 동거,3,3,청소년관람불가,멜로/로맨스
725,엄마의 유혹 무삭제,3,3,청소년관람불가,멜로/로맨스
725,제20회 부산독립영화제 - 딥포커스 2,3,1,,기타
731,"12월 SIDOF 발견과 주목 [광장의 촛불, 그 후]",2,1,,다큐멘터리
731,22일간의 고백,2,1,,다큐멘터리
731,8월 수요단편극장 우주를 동경하는 열여덟반 - 아무도 날 알아주지 않았기에,2,1,,기타
731,CADFF 2018 단편경쟁본선작 1,2,1,,기타
731,"남자, 화장을 하다 : 아이 원트 제로지",2,2,,다큐멘터리
731,동생의착한아내,2,2,청소년관람불가,멜로/로맨스
731,레이디버그,2,2,전체관람가,"애니메이션,액션,어드벤처"
731,맛섹 은밀한 경험 - 무삭제판,2,2,청소년관람불가,멜로/로맨스
731,애국자 게임,2,1,15세이상관람가,다큐멘터리
731,어린 누나-무삭제판,2,2,청소년관람불가,멜로/로맨스
731,어머니의 보랏빛 손수건,2,1,,다큐멘터리
731,엄마 친구들과의 정사,2,2,청소년관람불가,멜로/로맨스
731,옆집누나들-무삭제,2,2,청소년관람불가,멜로/로맨스
731,프리즈마,2,1,,"다큐멘터리,드라마,판타지"
731,피로,2,1,,드라마
746,CADFF 2018 단편경쟁본선작 2,1,1,,기타
746,가슴큰누나들-무삭제,1,1,청소년관람불가,멜로/로맨스
746,가정부 : 맛있는 서비스,1,1,청소년관람불가,멜로/로맨스
746,가정부 : 맛있는 서비스 무삭제,1,1,청소년관람불가,멜로/로맨스
746,개인교수 : 성적 올리기 무삭제,1,1,청소년관람불가,멜로/로맨스
746,개인교수 : 여친 만족 시키기,1,1,청소년관람불가,멜로/로맨스
746,개인교수 : 여친 만족 시키기 무삭제,1,1,청소년관람불가,멜로/로맨스
746,검은비: 악의연대기,1,1,청소년관람불가,액션
746,과외의 추억-무삭제,1,1,청소년관람불가,멜로/로맨스
746,관계 : 형수와 딸,1,1,청소년관람불가,멜로/로맨스
746,교환섹스 : 동생의 여자 무삭제,1,1,청소년관람불가,멜로/로맨스
746,교회누나 무삭제판,1,1,청소년관람불가,"멜로/로맨스,드라마"
746,그녀의 색맛: 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,나의 젊은 형수님,1,1,청소년관람불가,멜로/로맨스
746,남편 교환의 날,1,1,청소년관람불가,멜로/로맨스
746,내 사촌 누나,1,1,청소년관람불가,드라마
746,내 사촌 여동생들,1,1,청소년관람불가,멜로/로맨스
746,내 사촌 여동생들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,내 엄마의 친구(무삭제),1,1,청소년관람불가,멜로/로맨스
746,내 여자친구의 엄마 무삭제,1,1,청소년관람불가,멜로/로맨스
746,내 착한 새엄마,1,1,청소년관람불가,멜로/로맨스
746,내 착한 새엄마 (감독판),1,1,청소년관람불가,멜로/로맨스
746,내 처제가 된 첫사랑,1,1,청소년관람불가,멜로/로맨스
746,내 친구 엄마 무삭제,1,1,청소년관람불가,멜로/로맨스
746,내 친구엄마들 2018,1,1,청소년관람불가,멜로/로맨스
746,내 친구엄마들 2018 (감독판),1,1,청소년관람불가,멜로/로맨스
746,내 친구의 엄마들,1,1,청소년관람불가,멜로/로맨스
746,내 친구의 엄마들(감독판),1,1,청소년관람불가,멜로/로맨스
746,내 학생의 엄마 3 무삭제,1,1,청소년관람불가,멜로/로맨스
746,내아내의제자들,1,1,청소년관람불가,멜로/로맨스
746,내아내의제자들-무삭제,1,1,청소년관람불가,멜로/로맨스
746,내아들의여자들,1,1,청소년관람불가,멜로/로맨스
746,내아들의여자들-무삭제,1,1,청소년관람불가,멜로/로맨스
746,내여자의 정사-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,내친구의두엄마,1,1,청소년관람불가,멜로/로맨스
746,내친구의두엄마-무삭제,1,1,청소년관람불가,멜로/로맨스
746,너무 밝히는 사촌누나들,1,1,청소년관람불가,멜로/로맨스
746,너무 밝히는 사촌누나들(감독판),1,1,청소년관람불가,멜로/로맨스
746,누나의 비디오,1,1,청소년관람불가,성인물(에로)
746,동갑내기 엄마-무삭제,1,1,청소년관람불가,멜로/로맨스
746,동생의 여자,1,1,청소년관람불가,멜로/로맨스
746,동생의 여자들,1,1,청소년관람불가,"멜로/로맨스,드라마"
746,동생의착한아내-무삭제,1,1,청소년관람불가,멜로/로맨스
746,두 부부의 정사 무삭제,1,1,청소년관람불가,멜로/로맨스
746,두 엄마 2018,1,1,청소년관람불가,멜로/로맨스
746,두 엄마 2018 (감독판),1,1,청소년관람불가,멜로/로맨스
746,딸의 애인-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,룸싸롱 여대생들 무삭제,1,1,청소년관람불가,멜로/로맨스
746,리턴,1,1,청소년관람불가,
746,마지막 정사: 여럿이 다같이-감독판,1,1,청소년관람불가,멜로/로맨스
746,맛있는 세자매-무삭제,1,1,청소년관람불가,멜로/로맨스
746,맛있는 섹스 그리고 그 여자-감독판,1,1,청소년관람불가,멜로/로맨스
746,맛있는 섹스 누나 친구-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,맛있는 아내(무삭제판),1,1,청소년관람불가,멜로/로맨스
746,맛있는누나들-무삭제,1,1,청소년관람불가,멜로/로맨스
746,매력적인 장모님들,1,1,청소년관람불가,멜로/로맨스
746,매력적인 장모님들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,물좋은하숙집,1,1,청소년관람불가,멜로/로맨스
746,물좋은하숙집-무삭제,1,1,청소년관람불가,멜로/로맨스
746,물좋은하숙집2,1,1,청소년관람불가,멜로/로맨스
746,물좋은하숙집2-무삭제,1,1,청소년관람불가,멜로/로맨스
746,미용실 : 특별한 서비스 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,미투 숨겨진진실 무삭제,1,1,청소년관람불가,
746,밀애 : 부부카풀 무삭제,1,1,청소년관람불가,멜로/로맨스
746,밀애 : 사장님의 젊은 아내 무삭제,1,1,청소년관람불가,멜로/로맨스
746,밀애 : 아내의 여동생 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,밀애 : 착한 형수 무삭제,1,1,청소년관람불가,멜로/로맨스
746,밀애 : 친구엄마 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,밀애 : 친구의 아내 무삭제,1,1,청소년관람불가,멜로/로맨스
746,바람난 아내들,1,1,청소년관람불가,멜로/로맨스
746,바람난 아내들-무삭제,1,1,청소년관람불가,멜로/로맨스
746,바람난 아내들2,1,1,청소년관람불가,멜로/로맨스
746,바람난 아내들2-무삭제,1,1,청소년관람불가,멜로/로맨스
746,바람난 여자들2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,불륜 동창회 무삭제,1,1,청소년관람불가,멜로/로맨스
746,비밀정사:작은엄마 무삭제,1,1,청소년관람불가,멜로/로맨스
746,사돈처녀 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,사촌 누나 무삭제,1,1,청소년관람불가,멜로/로맨스
746,사촌 여동생들: 금단의 사랑(무삭제),1,1,청소년관람불가,멜로/로맨스
746,사촌누나들 무삭제,1,1,청소년관람불가,멜로/로맨스
746,사촌여동생들,1,1,청소년관람불가,멜로/로맨스
746,사촌여동생들-무삭제,1,1,청소년관람불가,멜로/로맨스
746,사춘기 여동생,1,1,청소년관람불가,멜로/로맨스
746,사춘기 여동생 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,상류시대 무삭제판,1,1,청소년관람불가,"드라마,멜로/로맨스"
746,새아빠,1,1,청소년관람불가,멜로/로맨스
746,새아빠 무삭제,1,1,청소년관람불가,멜로/로맨스
746,새엄마 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,새엄마는 전여친 무삭제,1,1,청소년관람불가,멜로/로맨스
746,새오빠2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,선녀는 몸으로 운다-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,섹스 인 더 게임 무삭제판,1,1,청소년관람불가,
746,섹스는 맛있다,1,1,청소년관람불가,
746,섹스는 맛있다 무삭제판,1,1,청소년관람불가,
746,섹스의 목적-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,섹스하기 좋은 날,1,1,청소년관람불가,멜로/로맨스
746,소희의은근히꼴리는사생활,1,1,청소년관람불가,멜로/로맨스
746,수상한 아가씨,1,1,청소년관람불가,기타
746,스와핑 : 친구부부의 쾌락 2,1,1,청소년관람불가,멜로/로맨스
746,스와핑 : 친구부부의 쾌락 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,스와핑 : 친구의 아내 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,스와핑 민박집- 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,스와핑: 교수와 제자들,1,1,청소년관람불가,멜로/로맨스
746,시아의 몽정기,1,1,청소년관람불가,멜로/로맨스
746,시아의 몽정기-무삭제,1,1,청소년관람불가,멜로/로맨스
746,신혼부부의 성생활 무삭제,1,1,청소년관람불가,멜로/로맨스
746,아내의 맛 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,아내의 애인 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,아내의 엄마 2,1,1,청소년관람불가,멜로/로맨스
746,아내의 엄마 무삭제,1,1,청소년관람불가,멜로/로맨스
746,아내의 엄마들,1,1,청소년관람불가,멜로/로맨스
746,아내의 엄마들(감독판),1,1,청소년관람불가,멜로/로맨스
746,아빠친구2-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,알래스카 북극곰(무삭제판),1,1,청소년관람불가,"멜로/로맨스,드라마,코미디"
746,애인 : 아내의 남자 무삭제,1,1,청소년관람불가,멜로/로맨스
746,야한 짓 : 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,어린 누나 2 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,어린 사촌 여동생들,1,1,청소년관람불가,멜로/로맨스
746,어린 새엄마-감독판,1,1,청소년관람불가,멜로/로맨스
746,어린 새엄마들,1,1,청소년관람불가,멜로/로맨스
746,어린 새엄마들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,어린 엄마 2 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,어린 이모 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,어린 장모들,1,1,청소년관람불가,멜로/로맨스
746,어린 장모들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,어린 제부 2019,1,1,청소년관람불가,멜로/로맨스
746,어린 제부 2019 (감독판),1,1,청소년관람불가,멜로/로맨스
746,어린 처제 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,어린 처제 2 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,어린 처형- 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,어린 형수,1,1,청소년관람불가,멜로/로맨스
746,어린 형수 4-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,어린 형수님들,1,1,청소년관람불가,멜로/로맨스
746,어린 형수님들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,어린장모-무삭제,1,1,청소년관람불가,멜로/로맨스
746,어쩌다 옥탑방,1,1,15세이상관람가,"SF,판타지"
746,엄마 애인 2 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,엄마 친구들과의 정사(감독판),1,1,청소년관람불가,멜로/로맨스
746,엄마의 연애 무삭제,1,1,청소년관람불가,멜로/로맨스
746,엄마의 정사,1,1,청소년관람불가,멜로/로맨스
746,엄마의 정사 무삭제,1,1,청소년관람불가,멜로/로맨스
746,엄마친구 4 무삭제,1,1,청소년관람불가,멜로/로맨스
746,엄마친구 5 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,엄마친구들 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,엄마친구의맛,1,1,청소년관람불가,멜로/로맨스
746,엄마친구의맛-무삭제,1,1,청소년관람불가,멜로/로맨스
746,여교사 : 제자와의 사랑 무삭제,1,1,청소년관람불가,멜로/로맨스
746,여기어때 빈방있나요,1,1,청소년관람불가,멜로/로맨스
746,여배우와 동거-무삭제,1,1,청소년관람불가,멜로/로맨스
746,여선생2 무삭제,1,1,청소년관람불가,코미디
746,여자 하숙집2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,여직원들 : 2대2 섹스,1,1,청소년관람불가,멜로/로맨스
746,여직원들 : 2대2 섹스 무삭제,1,1,청소년관람불가,멜로/로맨스
746,여친 언니 무삭제,1,1,청소년관람불가,멜로/로맨스
746,여친 엄마 3,1,1,청소년관람불가,멜로/로맨스
746,여친엄마 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,연애 : 엄마친구 무삭제,1,1,청소년관람불가,멜로/로맨스
746,옆집소녀2-무삭제,1,1,청소년관람불가,멜로/로맨스
746,예쁜 며느리,1,1,청소년관람불가,멜로/로맨스
746,예쁜 처제들 2018,1,1,청소년관람불가,멜로/로맨스
746,예쁜 처제들 2018 (감독판),1,1,청소년관람불가,멜로/로맨스
746,예쁜누나(감독판),1,1,청소년관람불가,멜로/로맨스
746,오르가즘 레스토랑,1,1,청소년관람불가,
746,오르가즘 레스토랑 무삭제판,1,1,청소년관람불가,
746,외도에 빠진 아내,1,1,청소년관람불가,기타
746,유부녀들의 맛 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,자매의교환섹스-무삭제,1,1,청소년관람불가,멜로/로맨스
746,자매의은밀한스와핑,1,1,청소년관람불가,멜로/로맨스
746,작은 엄마들,1,1,청소년관람불가,멜로/로맨스
746,작은 엄마들(무삭제),1,1,청소년관람불가,멜로/로맨스
746,잘주는 누나들,1,1,청소년관람불가,멜로/로맨스
746,잘주는 여비서들,1,1,청소년관람불가,드라마
746,장모님들,1,1,청소년관람불가,멜로/로맨스
746,장모님들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,장모님의 개인교습,1,1,청소년관람불가,멜로/로맨스
746,장모님의 개인교습 (감독판),1,1,청소년관람불가,멜로/로맨스
746,장모의유혹-무삭제,1,1,청소년관람불가,멜로/로맨스
746,장모학개론-무삭제,1,1,청소년관람불가,멜로/로맨스
746,젊은 누나-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,젊은 엄마 친구 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,젊은 장모님들,1,1,청소년관람불가,멜로/로맨스
746,젊은 처제들,1,1,청소년관람불가,멜로/로맨스
746,젊은 처제들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,젊은 처형: 그녀를 탐하다,1,1,청소년관람불가,멜로/로맨스
746,젊은 처형: 그녀를 탐하다(무삭제),1,1,청소년관람불가,멜로/로맨스
746,젊은 형수 2,1,1,청소년관람불가,멜로/로맨스
746,젊은 형수 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,젊은 형수님: 내 여자가 되던 날,1,1,청소년관람불가,멜로/로맨스
746,젊은 형수님: 내 여자가 되던 날 -무삭제판,1,1,청소년관람불가,멜로/로맨스
746,젊은 형수님들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,젊은형수님들,1,1,청소년관람불가,멜로/로맨스
746,접대 전문 여비서,1,1,청소년관람불가,드라마
746,정사 2018,1,1,청소년관람불가,멜로/로맨스
746,정사 : 사촌 여동생들,1,1,청소년관람불가,멜로/로맨스
746,정사 : 사촌 여동생들 무삭제,1,1,청소년관람불가,멜로/로맨스
746,정사 : 시아버지와 도련님 무삭제,1,1,청소년관람불가,멜로/로맨스
746,정사 : 아내의 친구 무삭제,1,1,청소년관람불가,멜로/로맨스
746,정사 : 어린 새엄마 무삭제,1,1,청소년관람불가,드라마
746,정사 : 은밀한 밀애-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,정사 : 자매의 유혹 무삭제,1,1,청소년관람불가,멜로/로맨스
746,정사 : 착한 며느리들 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,정사 : 착한 숙모 무삭제,1,1,청소년관람불가,멜로/로맨스
746,정사 : 처제의 사랑 무삭제편,1,1,청소년관람불가,멜로/로맨스
746,정사 : 친구의 엄마 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,정사 : 친구의 여자를 탐하다,1,1,청소년관람불가,멜로/로맨스
746,정사 : 친구의 여자를 탐하다 무삭제,1,1,청소년관람불가,멜로/로맨스
746,정사 : 캠퍼스 커플 무삭제,1,1,청소년관람불가,멜로/로맨스
746,제주도 야한밤 무삭제,1,1,청소년관람불가,
746,조건아빠:슈가대디 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,중독: 관음증-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,진주의순결상실,1,1,청소년관람불가,멜로/로맨스
746,진주의순결상실-무삭제,1,1,청소년관람불가,멜로/로맨스
746,짱,1,1,청소년관람불가,액션
746,착한 사촌 여동생,1,1,청소년관람불가,드라마
746,착한 엄마 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한 엄마친구 2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한 여동생-무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한 자매들 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,착한 장모 (무삭제),1,1,청소년관람불가,멜로/로맨스
746,착한 장모님들과의 정사,1,1,청소년관람불가,멜로/로맨스
746,착한 장모님들과의 정사(감독판),1,1,청소년관람불가,멜로/로맨스
746,착한 장모들(무삭제),1,1,청소년관람불가,멜로/로맨스
746,착한 처제들 2018,1,1,청소년관람불가,멜로/로맨스
746,착한 처제들 2018 (감독판),1,1,청소년관람불가,멜로/로맨스
746,착한 친구아내 무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한 친구엄마 (무삭제),1,1,청소년관람불가,멜로/로맨스
746,착한 형수 3 무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한 형수 : 내 여자가 되던 날,1,1,청소년관람불가,멜로/로맨스
746,착한 형수 : 내 여자가 되던 날 무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한 형수 : 뜨거운 유혹 무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한여선생,1,1,청소년관람불가,멜로/로맨스
746,착한여선생-무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한여자친구,1,1,청소년관람불가,멜로/로맨스
746,착한여자친구-무삭제,1,1,청소년관람불가,멜로/로맨스
746,착한형수의사정,1,1,청소년관람불가,멜로/로맨스
746,착한형수의사정-무삭제,1,1,청소년관람불가,멜로/로맨스
746,처제와 형수들,1,1,청소년관람불가,멜로/로맨스
746,처제와 형수들 (감독판),1,1,청소년관람불가,멜로/로맨스
746,처제와의 정사,1,1,청소년관람불가,멜로/로맨스
746,처제와의 정사 무삭제,1,1,청소년관람불가,멜로/로맨스
746,처제의 은밀한 유혹,1,1,청소년관람불가,멜로/로맨스
746,처제의 은밀한 유혹 무삭제,1,1,청소년관람불가,멜로/로맨스
746,초대녀 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,초대녀 2 - 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,친구 누나 3,1,1,청소년관람불가,멜로/로맨스
746,친구 딸들의 맛,1,1,청소년관람불가,멜로/로맨스
746,친구 딸들의 맛(감독판),1,1,청소년관람불가,멜로/로맨스
746,친구 아내,1,1,청소년관람불가,멜로/로맨스
746,친구 엄마들 2018,1,1,청소년관람불가,멜로/로맨스
746,친구 엄마들 2018 (감독판),1,1,청소년관람불가,멜로/로맨스
746,친구 엄마들의 맛,1,1,청소년관람불가,멜로/로맨스
746,친구 엄마들의 맛 (감독판),1,1,청소년관람불가,멜로/로맨스
746,친구누나2 무삭제,1,1,청소년관람불가,멜로/로맨스
746,친구아빠 2,1,1,청소년관람불가,멜로/로맨스
746,친구엄마 2018 (무삭제),1,1,청소년관람불가,멜로/로맨스
746,친구엄마 : 내 여자가 되던 날 무삭제,1,1,청소년관람불가,멜로/로맨스
746,친구엄마 : 섹스 하던 날 무삭제,1,1,청소년관람불가,멜로/로맨스
746,친구엄마 : 은밀한 정사,1,1,청소년관람불가,멜로/로맨스
746,친구엄마 : 은밀한 정사 무삭제,1,1,청소년관람불가,멜로/로맨스
746,친구엄마 그리고 정사-감독판,1,1,청소년관람불가,멜로/로맨스
746,친구엄마: 여자친구의 엄마를 탐하다(무삭제),1,1,청소년관람불가,멜로/로맨스
746,친구엄마들 무삭제,1,1,청소년관람불가,멜로/로맨스
746,친구엄마들: 맛있는 섹스,1,1,청소년관람불가,멜로/로맨스
746,친구엄마들: 맛있는 섹스(감독판),1,1,청소년관람불가,멜로/로맨스
746,친구의젊은엄마,1,1,청소년관람불가,멜로/로맨스
746,팀장님의 아내,1,1,청소년관람불가,"멜로/로맨스,드라마"
746,폰섹스의 덫- 무삭제판,1,1,청소년관람불가,멜로/로맨스
746,하숙집 여자들 무삭제,1,1,청소년관람불가,멜로/로맨스
746,하숙집 여주인의 목적-무삭제판,1,1,청소년관람불가,멜로/로맨스
746,학생의 엄마 : 첫 섹스 하던 날 2,1,1,청소년관람불가,멜로/로맨스
746,후배부부와 교환섹스,1,1,청소년관람불가,멜로/로맨스
1017,10회 대구사회복지영화제 단편극 1,0,2,,드라마
1017,10회 대구사회복지영화제 단편극 2,0,2,,드라마
1017,10회 대구사회복지영화제 단편극 3,0,2,,"드라마,애니메이션"
1017,10회 대구사회복지영화제 단편다큐,0,2,,다큐멘터리
1017,10회 대구사회복지영화제 페루자 +산책가,0,2,,애니메이션
1017,12번째 보조사제,0,1,,"공포(호러),판타지"
1017,12월 단편 상상극장-강유가람 감독전,0,1,,기타
1017,2018 전북독립영화제 폐막식 + 폐막작,0,1,,기타
1017,Diff 2018 특별섹션1,0,1,,드라마
1017,「딸에 대하여」 책과 영화의 만남 - 단편모음(섹션 1),0,1,,기타
1017,「딸에 대하여」 책과 영화의 만남 - 단편모음(섹션 3),0,1,,기타
1017,「딸에 대하여」 책과 영화의 만남 - 단편모음(섹션2),0,1,,기타
1017,개그맨,0,1,고등학생이상관람가,"드라마,코미디"
1017,개막작 - 2018 전북독립영화제,0,1,,기타
1017,갯마을,0,2,,드라마
1017,걷기왕,0,2,12세이상관람가,드라마
1017,결혼이야기,0,2,연소자관람불가,"드라마,멜로/로맨스,코미디"
1017,경쟁1 - 2018 전북독립영화제,0,1,,기타
1017,경쟁2 - 2018 전북독립영화제,0,1,,기타
1017,경쟁3 - 2018 전북독립영화제,0,1,,기타
1017,경쟁4 - 2018 전북독립영화제,0,1,,기타
1017,경쟁5 - 2018 전북독립영화제,0,1,,기타
1017,경쟁6 - 2018 전북독립영화제,0,1,,기타
1017,굿 비즈니스,0,1,,다큐멘터리
1017,그루잠,0,2,,다큐멘터리
1017,꽃잎,0,3,연소자관람불가,드라마
1017,"나의 사랑, 나의 신부",0,2,고등학생이상관람가,"드라마,코미디"
1017,내 마음의 풍금,0,2,모든 관람객이 관람할 수 있는 등급,"멜로/로맨스,드라마"
1017,넘버 3,0,2,연소자관람불가,"코미디,액션,범죄"
1017,단편 섹션/더블 액팅 샷 - 2018 FALLing in JEONJU,0,1,,기타
1017,대립군,0,1,15세이상관람가,"드라마,사극"
1017,독립영화의 밤,0,1,,기타
1017,돼지가 우물에 빠진 날,0,1,연소자관람불가,드라마
1017,들국화는 피었는데,0,2,전체관람가,"드라마,전쟁"
1017,문정왕후,0,2,,사극
1017,미몽(죽음의 자장가),0,2,,드라마
1017,반차/아역배우 박웅비 - Made in Jeonju 8월,0,4,,기타
1017,부역자들 2 : 개. 돼. 쥐들의 세상,0,3,,다큐멘터리
1017,부역자들 3 : THE CONTROL,0,3,,다큐멘터리
1017,사라진 밤,0,1,15세이상관람가,스릴러
1017,사의 찬미,0,2,고등학생이상관람가,"드라마,멜로/로맨스"
1017,숨바꼭질/목욕탕 가는길 - Made in Jeonju 7월,0,3,,기타
1017,쉬리,0,1,15세 미만인 자는 관람할 수 없는 등급,"액션,드라마,멜로/로맨스,미스터리"
1017,시민참여섹션1 '약자와 약자들' - 2018 FALLing in JEONJU,0,2,,기타
1017,시민참여섹션2 ‘성장 판타지아’ - 2018 FALLing in JEONJU,0,2,,기타
1017,아름다운 청년 전태일,0,2,고등학생이상관람가,드라마
1017,아리랑시네센터 정기상영회 '언니네영화관',0,1,,기타
1017,안녕하세요 하나님,0,2,연소자관람가,드라마
1017,여고괴담,0,2,15세 미만인 자는 관람할 수 없는 등급,"공포(호러),스릴러"
1017,여행자,0,4,,드라마
1017,역린,0,2,15세이상관람가,사극
1017,연산일기,0,1,미성년자관람불가,사극
1017,우리들의 일그러진 영웅,0,2,연소자관람가,드라마
1017,운명의 손,0,2,청소년관람불가,드라마
1017,위대한 기적의 시작,0,1,,다큐멘터리
1017,이산+뛰어도 뛰어도,0,5,,드라마
1017,인정사정 볼 것 없다,0,2,12세관람가,액션
1017,장군의 수염,0,2,,드라마
1017,절대歌인,0,4,,다큐멘터리
1017,접속,0,2,고등학생이상관람가,"멜로/로맨스,드라마"
1017,조용한 가족,0,2,18세 미만인 자는 관람할 수 없는 등급,"드라마,미스터리,코미디"
1017,주유소 습격사건,0,1,18세관람가,"코미디,액션"
1017,죽음의 다섯 손가락,0,4,12세이상관람가,액션
1017,지역초청 - 2018 전북독립영화제,0,1,,기타
1017,청춘불패 단편영화특별전 구교환x이옥섭 감독 단편 특별상영,0,1,,기타
1017,청춘불패 단편영화특별전 섹션1-성장일기,0,2,,기타
1017,청춘불패 단편영화특별전 섹션2-애정전선,0,2,,기타
1017,청춘불패 단편영화특별전 섹션3-유잼무죄,0,2,,기타
1017,청춘불패 단편영화특별전 섹션4-여느가족,0,2,,기타
1017,청춘불패 단편영화특별전 섹션5-허스토리,0,2,,기타
1017,청춘불패 단편영화특별전 섹션6-소름주의,0,2,,기타
1017,청춘쌍곡선,0,1,전체관람가,코미디
1017,초록물고기,0,1,연소자관람불가,"드라마,멜로/로맨스,액션"
1017,축제,0,2,중학생이상관람가,"드라마,가족"
1017,친구들 : 숨어있는 슬픔,0,2,,기타
1017,컨테이너,0,2,,드라마
1017,태양닮은 소녀,0,2,,"멜로/로맨스,드라마"
1017,티켓,0,2,연소자관람불가,"드라마,멜로/로맨스"
1017,플레이 체육왕 - 스포츠 단편모음,0,2,,드라마
1017,하얀전쟁,0,2,고등학생이상관람가,"전쟁,드라마,액션"
1017,홀로그램 유니버스,0,1,,다큐멘터리
1017,휴일,0,2,,드라마
합계,,"117,492,304","3,302,649",,
